PARENTS	HPO_ID	ET	JT	DEF	FLAG
	HP:0012682	Pineal gland calcification	松果体石灰化	Accumulation of calcium salts in the pineal gland.	0
	HP:0012704	Widened subarachnoid space	幅広いクモ膜下腔	An increase in size of the anatomic space between the arachnoid membrane and pia mater.	0
	HP:0012757	Abnormal neuron morphology	異常なニューロン形態	A structural anomaly of a neuron.	0
	HP:0012781	Mid-frequency hearing loss	中音難聴	A type of hearing impairment affecting primarily the middle frequencies of sound (1000 Hz to 3000 Hz).	0
	HP:0012782	Perilobar nephrogenic rest	辺葉腎原性遺残	A type of nephrogenic rest associated with multiple lesions in the periphery of the renal lobe.	0
	HP:0012857	Increased scrotal rugation	陰嚢ヒダ増加	Increased number or density of the folded ridges (wrinkles) of skin of the scrotum.	0
	HP:0012858	Decreased scrotal rugation	陰嚢ヒダ減少	Decreased number or density of the folded ridges (wrinkles) of skin of the scrotum.	0
	HP:0012885	Fallopian tube duplication	卵管重複	The presence of a supernumerary Fallopian tube.	0
	HP:0012887	Ovarian serous cystadenoma	卵巣漿液性嚢胞腺腫	A cystic tumor of the ovary, containing thin, clear, yellow serous fluid and varying amounts of solid tissue.	0
	HP:0012902	Myotonia of the lower limb	下肢ミオトニア	Slowed relaxation of muscles in the leg.	0
	HP:0012903	Myotonia of the upper limb	上肢ミオトニア	Slowed relaxation of muscles in the arm.	0
4865,4526,4148,3780,2066	HP:0100026	Arteriovenous malformation	動静脈奇形	An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries.	0
	HP:0100241	Ectopic respiratory mucosa	異所性呼吸器粘膜	Ectopic respiratory epithelium presenting as a superficial lesion in the skin usually localised unilateral in the skin of the forearm and associated with ipsilateral hand malformations.	0
	HP:0100261	Abnormal tendon morphology	腱形態異常	An abnormality of the structure or form of the tendons, also often called sinews.	0
	HP:0100275	Diffuse cerebellar atrophy	びまん性小脳萎縮	Diffuse unlocalised atrophy affecting the cerebellum.	0
	HP:0100287	EMG: slow motor conduction	筋電図:遅い運動伝達	The presence of reduced conduction velocity of motor nerves on electromyography.	0
	HP:0100328	Carpometacarpal synostosis	手根骨風趣骨癒合	Fusion involving carpal and metacarpal bones.	0
	HP:0100329	Tarsometatarsal synostosis	足根骨中足骨癒合症		0
	HP:0100585	Telangiectasia of the skin	皮膚毛細血管拡張	Presence of small, permanently dilated blood vessels near the surface of the skin, visible as small focal red lesions.	0
	HP:0100593	Calcification of cartilage	軟骨石灰化		0
	HP:0100654	Retrobulbar optic neuritis	眼球後部視神経炎	Optic neuritis that occurs in the section of the optic nerve located behind the eyeball.	0
	HP:0100698	Subcutaneous neurofibromas	皮下神経線維腫	The presence of Neurofibromas in the subcutis.	0
	HP:0100704	Cortical visual impairment	皮質性視力障害	A form of loss of vision caused by damage to the visual cortex rather than a defect in the eye.	0
	HP:0100765	Abnormality of the tonsils	扁桃の異常	An abnormality of the tonsils.	0
	HP:0100799	Neoplasm of the middle ear	中耳新生物	A tumor (abnormal growth of tissue) of the middle ear.	0
	HP:0100802	Malposition of the stomach	胃位置異常	Abnormal anatomical location of the stomach. This feature may be due to intestinal malrotation.	0
	HP:0100854	Aplasia of the musculature	筋無形成	Absence of the musculature.	0
5194	HP:0100922	Sclerosis of thumb phalanx	母指指骨硬化症		0
	HP:0200065	Chorioretinal degeneration	脈絡膜網膜変性		0
	HP:0200068	Nonprogressive visual loss	非進行性視力喪失		0
	HP:0200070	Peripheral retinal atrophy	末梢網膜萎縮		0
	HP:0200102	Sparse or absent eyelashes	疎な/欠損した睫毛		0
	HP:3000043	Abnormality of facial vein	顔面静脈の異常	An abnormality of a facial vein.	0
	HP:3000053	Abnormality of hypopharynx	下咽頭の異常	A structural anomaly of the hypopharyx, which is the most inferior portion of the pharynx. The hypopharynx continues from the oropharynx at the pharyngoepiglottic fold superiorly and extends inferiorly to the level of the inferior aspect of the cricoid cartilage, which marks the beginning of the cervical esophagus.	0
	HP:0000030	Testicular gonadoblastoma	精巣性腺芽細胞腫	The presence of a gonadoblastoma of the testis.	0
	HP:0000033	Ambiguous genitalia, male	"性別不明の外性器,男性"	Ambiguous genitalia in an individual with XY genetic gender.	0
	HP:0000035	Abnormality of the testis	精巣異常	An anomaly of the testicle (the male gonad).	0
	HP:0000042	Absent external genitalia	外性器欠損	Lack of external genitalia in a male or female individual.	0
	HP:0000069	Abnormality of the ureter	尿管異常	An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.	0
	HP:0000077	Abnormality of the kidney	腎異常	An abnormality of the kidney.	0
	HP:0000122	Unilateral renal agenesis	片側性腎無発生	A unilateral form of agenesis of the kidney.	0
	HP:0000124	Renal tubular dysfunction	腎尿細管機能障害	Abnormal function of the renal tubule. The basic functional unit of the kidney, the nephron, consists of a renal corpuscle attached to a renal tubule, with roughly 0.8 to 1.5 nephrons per adult kidney. The functions of the renal tubule include reabsorption of water, electrolytes, glucose, and amino acids and secretion of substances such as uric acid.	0
	HP:0000130	Abnormality of the uterus	子宮異常	An abnormality of the uterus.	0
	HP:0000142	Abnormality of the vagina	膣異常	Any structural abnormality of the vagina.	0
	HP:0000145	Transverse vaginal septum	横断性膣中隔		0
4430	HP:0000157	Abnormality of the tongue	舌の異常	Any abnormality of the tongue.	0
	HP:0000174	Abnormality of the palate	口蓋の異常	Any abnormality of the palate, i.e., of roof of the mouth.	0
	HP:0000179	Thick lower lip vermilion	分厚い下口唇唇紅部	Increased thickness of the lower lip, leading to a prominent appearance of the lower lip. The height of the vermilion of the lower lip in the midline is more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the lower lip in the frontal view (subjective).	0
	HP:0000215	Thick upper lip vermilion	分厚い上口唇唇紅部	Height of the vermilion of the upper lip in the midline more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the upper lip in the frontal view (subjective).	0
	HP:0000224	Decreased taste sensation	味覚減少		0
	HP:0000237	Small anterior fontanelle	小さい大泉門	Abnormally decreased size of the anterior fontanelle with respect to age-dependent norms.	0
	HP:0000240	Abnormality of skull size	頭蓋骨サイズの異常	Any abnormality of the size of the skull.	0
5150	HP:0000327	Hypoplasia of the maxilla	上顎低形成	Abnormally small dimension of the Maxilla. Usually creating a malocclusion or malalignment between the upper and lower teeth or resulting in a deficient amount of projection of the base of the nose and lower midface region.	0
	HP:0000357	Abnormal location of ears	異常な耳の位置	Abnormal location of the ear.	0
	HP:0000430	Underdeveloped nasal alae	鼻翼未発達	Thinned, deficient, or excessively arched ala nasi.	0
3181,908	HP:0000479	Abnormality of the retina	網膜の異常	A structural abnormality of the retina.	0
	HP:0000481	Abnormality of the cornea	角膜の異常	Any abnormality of the cornea, which is the transparent tissue at the front of the eye that covers the iris, pupil, and anterior chamber.	0
	HP:0000492	Abnormality of the eyelid	眼瞼の異常	An abnormality of the eyelids.	0
	HP:0000532	Chorioretinal abnormality	脈絡膜網膜異常	An abnormality of the choroid and retina.	0
	HP:0000539	Abnormality of refraction	屈折率の異常	An abnormality in the process of focusing of light by the eye in order to produce a sharp image on the retina.	0
	HP:0000542	Impaired ocular adduction	眼球内転障害	Reduced ability to move the eye in the direction of the nose.	0
	HP:0000591	Abnormality of the sclera	胸膜の異常	An abnormality of the sclera.	0
	HP:0000611	obsolete Choroid coloboma	脈絡膜コロボーマ		0
	HP:0000634	Impaired ocular abduction	眼球外転障害	An impaired ability of the eye to move in the outward direction (towards the side of the head).	0
	HP:0000642	Red-green dyschromatopsia	赤緑色弱	Difficulty with discriminating red and green hues.	0
	HP:0000684	Delayed eruption of teeth	歯萠出遅延	Delayed tooth eruption, which can be defined as tooth eruption more than 2 SD beyond the mean eruption age.	0
	HP:0000700	Periapical radiolucency	歯根先部X線透過性	Radiolucency (reflecting a reduction in the bony substance) around the apex (the tip of the dental root).	1
1321,739	HP:0000703	Dentinogenesis imperfecta	象牙質形成不全	Developmental dysplasia of dentin.	0
	HP:0000744	Low frustration tolerance	フラストレーション耐性低下	The feeling of frustration can be defined as an emotional reaction that occurs if a desired goal is not achieved. Frustration intolerance is defined as an age-inappropriate response to frustration characterized by crying or temper tantrums (in children) or aggressive or other undesirable behaviors.	0
	HP:0000765	Abnormality of the thorax	胸郭の異常	Any abnormality of the thorax (the region of the body formed by the sternum, the thoracic vertebrae and the ribs).	0
	HP:0000769	Abnormality of the breast	乳房の異常	An abnormality of the breast.	0
	HP:0000777	Abnormality of the thymus	胸腺の異常	Abnormality of the thymus, an organ located in the upper anterior portion of the chest cavity just behind the sternum and whose main function is to provide an environment for T lymphocyte maturation.	0
	HP:0000791	Uric acid nephrolithiasis	尿酸腎結石	The presence of uric acid-containing calculi (stones) in the kidneys.	0
4256	HP:0000824	Growth hormone deficiency	成長ホルモン欠乏症	Insufficient production of growth hormone, which is produced by the anterior pituitary gland. Growth hormone is a major participant in control of growth and metabolism.	0
	HP:0000851	Congenital hypothyroidism	先天性甲状腺機能低下症	A type of hypothyroidism with congenital onset.	0
	HP:0000917	Superior pectus carinatum	上部はと胸	Pectus carinatum affecting primarily the superior part of the sternum.	0
	HP:0000947	Dumbbell-shaped long bone	ダンベル型長管骨	An abnormal appearance of the long bones with resemblance to a dumbbell, a short bar with a weight at each end. That is, the long bone is shortened and displays flaring (widening) of the metaphyses.	0
	HP:0000987	Atypical scarring of skin	非典型的皮膚瘢痕	Atypically scarred skin .	0
	HP:0001080	Biliary tract abnormality	胆管異常	An abnormality of the biliary tree.	0
	HP:0001098	Abnormality of the fundus	眼底の異常	Any structural abnormality of the fundus of the eye.	0
	HP:0001103	Abnormality of the macula	黄斑の異常	A structural abnormality of the macula lutea, which is an oval-shaped highly pigmented yellow spot near the center of the retina.	0
	HP:0001149	Lattice corneal dystrophy	格子性角膜ジストロフィー	The presence of fine, branching linear opacities in Bowman's layer in the central area that may spread to the periphery in the clinical course. The deep corneal stroma may be involved but the process does not reach Descemet's membrane. Recurrent corneal erosion may occur. Histologic examination reveals amyloid deposits in the collagen fibers of the cornea.	0
	HP:0001177	Preaxial hand polydactyly	軸前性多指症	Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits.	0
4367,4055	HP:0001239	Wrist flexion contracture	手関節屈曲拘縮	A chronic loss of wrist joint motion due to structural changes in muscle, tendons, ligaments, or skin that prevent normal movement of the joints of the wrist.	0
1982	HP:0001293	Cranial nerve compression	脳神経圧迫		0
	HP:0001305	Dandy-Walker malformation	Dandy-Walker奇形	A congenital brain malformation typically characterized by incomplete formation of the cerebellar vermis, dilation of the fourth ventricle, and enlargement of the posterior fossa. In layman's terms, Dandy Walker malformation is a cyst in the cerebellum (typically symmetrical) that is involved with the fourth ventricle. This may interfere with the ability to drain cerebrospinal fluid from the brain, resulting in hydrocephalus. Dandy Walker cysts are formed during early embryonic development, while the brain forms. The cyst in the cerebellum typically has several blood vessels running through it connecting to the brain, thereby prohibiting surgical removal.	0
	HP:0001367	Abnormal joint morphology	関節形態異常	An abnormal structure or form of the joints, i.e., one or more of the articulations where two bones join.	0
	HP:0001427	Mitochondrial inheritance	ミトコンドリア遺伝	A mode of inheritance that is observed for traits related to a gene encoded on the mitochondrial genome. Because the mitochondrial genome is essentially always maternally inherited, a mitochondrial condition can only be transmitted by females, although the condition can affect both sexes. The proportion of mutant mitochondria can vary (heteroplasmy).	0
	HP:0001518	Small for gestational age	在胎月齢より小さい児	Smaller than normal size according to sex and gestational age related norms, defined as a weight below the 10th percentile for the gestational age.	0
	HP:0001520	Large for gestational age	在胎月齢より大きい児	The term large for gestational age applies to babies whose birth weight lies above the 90th percentile for that gestational age.	0
	HP:0001581	Recurrent skin infections	反復性皮膚感染症	Infections of the skin that happen multiple times.	0
	HP:0001600	Abnormality of the larynx	喉頭の異常	An abnormality of the larynx.	0
4800	HP:0001627	Abnormal heart morphology	心形態の異常	Any structural anomaly of the heart.	0
6082,5317,4701,3516,3515,2741,2546,2544,2024,236,56,48,44,40,39,36,35,34,30	HP:0001629	Ventricular septal defect	心室中隔欠損	A hole between the two bottom chambers (ventricles) of the heart. The defect is centered around the most superior aspect of the ventricular septum.	0
	HP:0001692	Primary atrial arrhythmia	原発性心房性不整脈	A type of supraventricular tachycardia in which the atria are the principal site of electrophysiologic disturbance.	0
	HP:0001708	Right ventricular failure	右室不全	Reduced ability of the right ventricle to perform its function (to receive blood from the right atrium and to eject blood into the pulmonary artery), often leading to pitting peripheral edema, ascites, and hepatomegaly.	0
	HP:0001743	Abnormality of the spleen	脾の異常	An abnormality of the spleen.	0
	HP:0001790	Nonimmune hydrops fetalis	非免疫性胎児水腫	A type of hydrops fetalis in which there is no identifiable circulating antibody to red blood cell antigens .	0
	HP:0001841	Preaxial foot polydactyly	軸前性多趾症	Duplication of all or part of the first ray.	0
	HP:0001844	Abnormality of the hallux	母趾の異常	This term applies for all abnormalities of the big toe, also called hallux.	0
	HP:0001859	Distal foot symphalangism	遠位指趾関節癒合症(足)		0
	HP:0001881	Abnormality of leukocytes	白血球の異常	An abnormality of leukocytes.	0
	HP:0001980	Megaloblastic bone marrow	巨赤芽球性骨髄	Abnormal increased number of megaloblasts in the bone marrow.	0
	HP:0001991	Aplasia/Hypoplasia of toe	趾無形成/低形成	Absence or hypoplasia of toes.	0
	HP:0002034	Abnormality of the rectum	直腸の異常	An abnormaltiy of the rectum, the final segment of the large intestine that stores solid waste until it passes through the anus.	0
	HP:0002054	Heavy supraorbital ridges	大きな眼窩上縁		0
1422,456,115	HP:0002093	Respiratory insufficiency	呼吸不全		0
	HP:0002103	Abnormality of the pleura	胸膜の異常	An abnormality of the pulmonary pleura, the thin, transparent membrane which covers the lungs and lines the inside of the chest walls.	0
	HP:0002120	Cerebral cortical atrophy	大脳皮質萎縮	Atrophy of the cortex of the cerebrum.	0
	HP:0002216	Premature graying of hair	早発性毛髪白髪	Development of gray hair at a younger than normal age.	0
	HP:0002296	Progressive hypotrichosis	進行性寡毛症	Progressively reduced or lacking hair growth.	0
	HP:0002326	Transient ischemic attack	一過性虚血発作		0
	HP:0002341	Cervical cord compression	頚髄圧迫	Compression of the spinal cord in the cervical region, generally manifested by paresthesias and numbness, weakness, difficulty walking, abnormalities of coordination, and neck pain or stiffness.	0
3381	HP:0002361	Psychomotor deterioration	精神運動発達悪化	Loss of previously present mental and motor abilities.	0
6816,5551,4694	HP:0002474	Expressive language delay	発語遅延	A delay in the acquisition of the ability to use language to communicate needs, wishes, or thoughts.	0
	HP:0002519	Hypnagogic hallucinations	入眠時幻覚		0
	HP:0002563	Constrictive pericarditis	収縮性心外膜炎	Presence of a thickened, fibrotic pericardium that forms a non-compliant shell around the heart, and resulting from chronic inflammation of the pericardium.	0
	HP:0002575	Tracheoesophageal fistula	気管食道瘻	An abnormal connection (fistula) between the esophagus and the trachea.	0
4524	HP:0002611	Cholestatic liver disease	胆汁うっ滞性肝疾患		0
	HP:0002631	Ascending aortic aneurysm	上行大動脈瘤		0
	HP:0002818	Abnormality of the radius	橈骨の異常	An abnormality of the radius.	0
	HP:0002834	Flared femoral metaphysis	大腿骨骨幹端フレア		0
	HP:0002877	Nocturnal hypoventilation	夜間低換気		0
	HP:0002909	Generalized aminoaciduria	汎アミノ酸尿	An increased concentration of all types of amino acid in the urine.	0
2072	HP:0002936	Distal sensory impairment	遠位感覚障害	An abnormal reduction in sensation in the distal portions of the extremities.	0
	HP:0002938	Lumbar hyperlordosis	腰椎前弯hyperlordosis	An abnormal accentuation of the inward curvature of the spine in the lumbar region.	1
	HP:0002987	Elbow flexion contracture	肘屈曲拘縮	A chronic loss of elbow joint motion due to structural changes in muscle, tendons, ligaments, or skin that prevent normal movement of the joints of the elbow.	0
	HP:0002991	Abnormality of the fibula	腓骨の異常	An anomaly of the calf bone (fibula), one of the two bones of the calf.	0
	HP:0003020	Enlargement of the wrists	手関節の拡大		0
	HP:0003028	Abnormality of the ankles	足関節の異常		0
	HP:0003029	Enlargement of the ankles	足関節の拡大		0
	HP:0003144	Increased serum serotonin	血清セロトニン増加	A increased concentration of serotonin in the blood.	0
	HP:0003166	Increased urinary taurine	尿中多雨林増加	Increased concentration of taurine in the urine.	0
	HP:0003182	Shallow acetabular fossae	浅い寛骨臼窩		0
	HP:0003223	Decreased methylcobalamin	メチルコバラミンの減少	Decreased concentration of methylcobalamin. Methylcobalamin is a form of vitamin B12.	0
	HP:0003225	Reduced factor V activity	第V因子活性の減少	Decreased activity of coagulation factor V.	1
	HP:0003225	Reduced factor V activity	第V因子活性の減少	Decreased activity of coagulation factor V.	0
	HP:0003254	Abnormality of DNA repair	DNA修復の異常	An abnormality of the process of DNA repair, that is, of the process of restoring DNA after damage.	0
	HP:0003259	Elevated serum creatinine	血清クレアチン症状	An increased amount of creatinine in the blood.	0
	HP:0003344	3-Methylglutaric aciduria	3-メチルグルタル酸尿症		0
	HP:0003359	Decreased urinary sulfate	尿中硫酸塩減少	Decreased concentration of sulfate in the urine.	0
	HP:0003384	Peripheral axonal atrophy	末梢神経軸索萎縮	Atrophic changes of axons of the peripheral nervous system.	0
	HP:0003390	Sensory axonal neuropathy	感覚性軸索ニューロパチー	An axonal neuropathy of peripheral sensory nerves.	0
	HP:0003434	Sensory ataxic neuropathy	感覚失調性ニューロパチー		0
	HP:0003445	EMG: neuropathic changes	筋電図:神経症変化	The presence of characteristic findings of denervation on electromyography (fibrillations, positive sharp waves, and giant motor unit potentials).	1
	HP:0003465	Elevated 8(9)-cholestenol	8(9)-cholestenol上昇		0
	HP:0003469	Peripheral dysmyelination	末梢神経髄鞘異形成	Defective structure and function of myelin sheaths. Dysmyelination is distinguished from demyleination where there is destruction or damage of previously normal myelination.	0
	HP:0003573	Increased total bilirubin	総ビリルビン増加	Increased concentration of total (conjugated and unconjugated) bilirubin in the blood.	0
	HP:0003682	Variable progression rate	可変性OR可変OR不定OR変量OR変わりやすいOR変数|進行OR悪化OR増悪OR級数ORプログレッション|割合OR比率OR速度		0
	HP:0003752	Episodic flaccid weakness	弛緩性虚弱エピソード	Recurrent episodes of muscle flaccidity, a type of paralysis in which a muscle becomes soft and yields to passive stretching.	0
	HP:0003866	Coarse humeral trabeculae	粗い骨梁(上腕骨)		0
	HP:0003869	Humeral cortical thinning	皮質菲薄化(上腕骨)		0
	HP:0003911	Flared humeral metaphysis	上腕骨骨幹端フレア	Flaring (increase of width with a splayed appearance) of the humeral metaphysis.	0
	HP:0003912	Frayed humeral metaphyses	上腕骨骨幹端フレイイング(けばだち)		0
	HP:0003923	Square humeral metaphysis	四角い上腕骨骨幹端		0
	HP:0003934	Slender humeral diaphysis	細い上腕骨骨幹		0
4469	HP:0004023	Sloping radial metaphysis	傾斜のある橈骨骨幹端		0
	HP:0004025	Spurred radial metaphysis	橈骨骨幹端の棘		0
	HP:0004028	Spurs of radial diaphysis	橈骨骨幹の棘		0
	HP:0004172	Abnormality of the middle phalanx of the 3rd finger	第3指中節骨の異常		1
	HP:0004214	Curved phalanges of the 5th finger	湾曲した第5指指骨	Curved phalanges of the 5th (little) finger.	1
	HP:0004219	Abnormality of the middle phalanx of the 5th finger	第5指中節骨の異常		1
	HP:0004225	Abnormality of the distal phalanx of the 5th finger	第5指末節骨の異常	Abnormality of the distal phalanx of the 5th (little) finger.	1
	HP:0004235	Comma-shaped carpal bones	コンマ型手根骨		0
	HP:0004251	Lunate-triquetral fusion	月状骨-三角骨癒合	Osseous fusion of the lunate and triquetrum.	1
	HP:0004275	Duplication of hand bones	手の骨の重複		0
	HP:0004302	Functional motor problems	機能的筋異常		0
514	HP:0004309	Ventricular preexcitation	心室早期興奮	An abnormality in which the cardiac ventricles depolarize too early as a result of an abnormality of cardiac conduction pathways such as an accessory pathway.	0
	HP:0004366	Abnormality of glycolysis	解糖の異常	An abnormality of glycolysis.	0
	HP:0004384	Type I truncus arteriosus	I型総動脈幹	Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) with a short pulmonary trunk arises from the truncus arteriosus, giving rise to both pulmonary arteries.	0
	HP:0004404	Abnormality of the nipple	乳頭の異常	An abnormality of the nipple.	0
3733	HP:0004415	Pulmonary artery stenosis	肺動脈狭窄	An abnormal narrowing or constriction of the pulmonary artery, in the main pulmonary artery and/or in the left or right pulmonary artery branches.	0
	HP:0004417	Intermittent claudication	間歇的跛行	Intermittent claudication is a symptom of peripheral arterial occlusive disease. After having walked over a distance which is individually characteristic, the patients experience pain or cramps in the calves, feet or thighs which typically subsides on standing still.	0
	HP:0004442	Sagittal craniosynostosis	矢状縫合早期癒合	A kind of craniosynostosis affecting the sagittal suture.	0
	HP:0004448	Fulminant hepatic failure	激症肝不全	Hepatic failure refers to the inability of the liver to perform its normal synthetic and metabolic functions, which can result in coagulopathy and alteration in the mental status of a previously healthy individual. Hepatic failure is defined as fulminant if there is onset of encephalopathy within 4 weeks of the onset of symptoms in a patient with a previously healthy liver.	0
	HP:0004493	Craniofacial hyperostosis	頭蓋顔面過骨症	Excessive growth of the craniofacial bones.	0
	HP:0004496	Posterior choanal atresia	後部後鼻孔閉鎖	Absence or abnormal closure of the posterior portion of the choana (the posterior nasal aperture).	0
4799	HP:0004502	Bilateral choanal atresia	両側性後鼻孔閉鎖	Bilateral absence (atresia) of the posterior nasal aperture (choana).	0
	HP:0004528	Generalized hypotrichosis	全身性寡毛症	Reduced or lacking hair growth in a generalized distribution.	0
	HP:0004529	Atrophic, patchy alopecia	"萎縮性,斑状禿頭"		0
	HP:0004557	Anterior vertebral fusion	遠方脊椎癒合		0
	HP:0004601	Spina bifida occulta at L5	潜在性二分脊椎(L5)	The closed form of spina bifida with incomplete closure of the vertebra L5 with intact overlying skin.	1
	HP:0004614	Spina bifida occulta at S1	潜在性二分脊椎(S1)	The closed form of spina bifida with incomplete closure of S1 with intact overlying skin.	1
	HP:0004625	Biconvex vertebral bodies	両凸の椎体骨	Presence of abnormal convexity of the upper and lower end plates of the vertebrae, i.e., an exaggerated bulging out of the upper and lower vertebral end plates.	0
	HP:0004661	Frontalis muscle weakness	前頭筋虚弱	Reduced strength of the frontalis muscle (which is located on the forehead).	0
	HP:0004664	Facial midline hemangioma	顔面正中血管腫	Hemangioma, a benign tumor of the vascular endothelial cells, occurring in the midline region of the face.	0
	HP:0004690	Thickened Achilles tendon	アキレス腱肥厚	An abnormal thickening of the Achilles tendon.	0
	HP:0004696	Talipes cavus equinovarus	内反凹尖足		0
	HP:0004734	Renal cortical microcysts	腎皮質微小嚢胞	Cysts of microscopic size confined to the cortex of the kidney.	0
	HP:0004737	Global glomerulosclerosis	全般性糸球体硬化症	Complete and diffuse scarring of glomerulus.	0
	HP:0004762	Hypoplasia of right ventricle	低形成ofrightventricle	Underdevelopment or reduced size of the heart right ventricle, often due to a reduced number of cells.	1
	HP:0004802	Episodic hemolytic anemia	エピソード性溶血性貧血	A form of hemolytic anemia that occurs in repeated episodes.	0
	HP:0004831	Recurrent thromboembolism	反復性血栓性塞栓症	Repeated episodes of obstruction of blood flow due to an embolus, i.e., blood clot that has traveled from its point of origin within the blood stream.	0
	HP:0004906	Hypernatremic dehydration	高ナトリウム血症性脱水		0
	HP:0004937	Pulmonary artery aneurysm	肺動脈瘤	An aneurysm (severe localized balloon-like outward bulging) in the pulmonary artery.	0
	HP:0004953	Abdominal aortic aneurysm	腹部大動脈瘤		0
	HP:0004970	Ascending aortic dilation	上行大動脈拡張	An abnormal localized widening (dilatation) of the tubular part of the ascending aorta.	0
	HP:0004991	Rhizomelic arm shortening	四肢近位短縮性腕短縮	Disproportionate shortening of the proximal segment of the arm (i.e. the humerus).	0
	HP:0005025	Hypoplastic distal humeri	遠位上腕骨低形成	Underdevelopment of the distal portion of the humerus.	0
	HP:0005037	Proximal radio-ulnar synostosis	近位橈骨-尺骨癒合	An abnormal osseous union (fusion) between the proximal portions of the radius and the ulna.	1
	HP:0005105	Abnormal nasal morphology	異常な鼻形態		0
	HP:0005107	Abnormality of the sacrum	仙骨の異常	An abnormality of the sacral bone.	0
	HP:0005130	Restrictive heart failure	拘束性心不全		0
	HP:0005195	Polyarticular arthropathy	多関節関節症		0
	HP:0005230	Biliary tract obstruction	胆管閉塞	Obstruction affecting the biliary tree.	0
	HP:0005258	Pectoral muscle hypoplasia/aplasia	胸筋低形成/無形成		1
	HP:0005272	Prominent nasolabial fold	目立つ鼻唇ヒダ	Exaggerated bulkiness of the crease or fold of skin running from the lateral margin of the nose, where nasal base meets the skin of the face, to a point just lateral to the corner of the mouth (cheilion, or commissure).	0
	HP:0005291	Inflammatory arteriopathy	炎症性血管症		0
	HP:0005302	Carotid artery tortuosity	頚動脈蛇行	Abnormal tortuous (i.e., twisted) form of the carotid arteries.	0
	HP:0005303	Aortic arch calcification	大動脈弓石灰化	Calcification, that is, pathological deposition of calcium salts in the arch of aorta.	0
	HP:0005327	Loss of facial expression	顔面表情喪失		0
	HP:0005340	Spastic/hyperactive bladder	痙性/過活動性膀胱		1
5246	HP:0005343	Hypoplasia of the bladder	膀胱低形成	Underdevelopment of the urinary bladder.	0
	HP:0005356	Decreased serum complement factor I	血清補体factorI減少	A reduced level of the complement component Factor I in circulation.	1
	HP:0005369	Decreased serum complement factor H	血清補体factorH減少	A reduced level of the complement component Factor H in circulation.	1
4985	HP:0005374	Cellular immunodeficiency	細胞免疫不全	An immunodeficiency characterized by defective cell-mediated immunity or humoral immunity.	0
5493	HP:0005387	Combined immunodeficiency	複合型免疫不全	A group of phenotypically heterogeneous genetic disorders characterized by profound deficiencies of T- and B-cell function, which predispose the patients to both infectious and noninfectious complications.	0
	HP:0005404	Increase in B cell number	B細胞数増加	An abnormal increase from the normal count of B cells.	0
	HP:0005416	Decreased serum complement factor B	血清補体factorB減少	A reduced level of the complement component factor B in circulation.	1
	HP:0005419	Decreased T cell activation	T細胞活性化の減少	Decreased or impaired activation of T cells in response to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific.	1
	HP:0005441	Sclerotic cranial sutures	硬化性頭蓋骨縫合	An increased density in the cranial sutures following obliteration.	0
	HP:0005453	Absent/hypoplastic paranasal sinuses	副鼻腔欠損/低形成	Aplasia or hypoplasia of the paranasal sinuses.	1
	HP:0005478	Prominent frontal sinuses	目立つ前頭洞		0
	HP:0005575	Hemolytic-uremic syndrome	溶血性尿毒症候群症候群		0
	HP:0005625	Osteoporosis of vertebrae	脊椎骨骨粗鬆症	Osteoporosis affecting predominantly the vertebrae.	0
	HP:0005655	Multiple digital exostoses	多発性digital外骨症	Multiple exostoses originating in the fingers and toes.	1
	HP:0005656	Positional foot deformity	足位置異常	A foot deformity resulting due to an abnormality affecting the muscle and soft tissue. In contrast if the bones of the foot are affected the term structural foot deformity applies.	0
	HP:0005701	Multiple enchondromatosis	多発性内軟骨腫症		0
	HP:0005716	Lethal skeletal dysplasia	致死性骨格異形成		0
	HP:0005723	Shoe-shaped sella turcica	靴型トルコ鞍		0
	HP:0005769	Fifth finger distal phalanx clinodactyly	第5指末節骨の弯指	Bending or curvature of the distal phalanx of little finger in the radial direction (i.e., towards the 4th finger).	1
	HP:0005772	Aplasia/Hypoplasia of the tibia	脛骨無形成/低形成	Absence or underdevelopment of the tibia.	1
	HP:0005790	Short mandibular condyles	短い下顎顆		0
7471,5619,5618,5617,5616,5614	HP:0005927	Aplasia/hypoplasia involving bones of the hand	手骨無形成/低形成	Absence (due to failure to form) or underdevelopment of the bones of the hand.	1
	HP:0005978	Type II diabetes mellitus	II型糖尿病	A type of diabetes mellitus initially characterized by insulin resistance and hyperinsulinemia and subsequently by glucose interolerance and hyperglycemia.	0
	HP:0005986	Limitation of neck motion	頸部運動制限		0
	HP:0006055	Ulnar deviated club hands	尺側内反手		0
